enrollment_id,tanggal_daftar,student_id,course_id,instructor_id
E01987,Jun 01 2025,S120,C052,I031
E01988,31/05/2025,S256,C060,I023
E01989,2025-01-25,S164,C022,I001
E01990,2025-03-24,S434,C011,I039
E01991,Jan 09 2025,S191,C030,I036
E01992,Jun 11 2025,S480,C006,I006
E01993,2025-03-11,S344,C049,I011
E01994,Apr 29 2025,S257,C011,I001
E01995,22/04/2025,S364,C011,I011
E01996,Jan 05 2025,S448,C030,I004
E01997,01/05/2025,S296,C029,I022
E01998,2025-02-11,S246,C005,I026
E01999,10/06/2025,S081,C022,I033
E02000,04/01/2025,S059,C009,I025
E02001,2025-02-12,S163,C052,I005
E02002,12/06/2025,S206,C014,I038
E02003,02/05/2025,S023,C002,I034
E02004,2025-04-23,S106,C041,I003
E02005,17/02/2025,S429,C048,I014
E02006,2025-04-29,S005,C004,I025
E02007,08/03/2025,S246,C019,I009
E02008,25/06/2025,S277,C022,I013
E02009,May 16 2025,S112,C056,I019
E02009,16/05/2025,S466,C037,I035
E02010,Jun 17 2025,S047,C035,I036
E02011,Mar 17 2025,S281,C001,I005
E02012,21/03/2025,S294,C037,I016
E02013,2025-04-16,S059,C040,I033
E02014,02/01/2025,S099,C056,I006
E02015,07/05/2025,S497,C009,I023
E02016,Jun 21 2025,S090,C046,I002
E02017,Mar 18 2025,S488,C003,I031
E02018,11/06/2025,S419,C039,I016
E02019,May 25 2025,S226,C014,I026
E02020,Jun 26 2025,S075,C033,I030
E02021,Mar 01 2025,S282,C049,I017
E02022,22/03/2025,S458,C025,I024
E02023,2025-05-01,S272,C022,I035
E02024,Mar 26 2025,S037,C009,I010
E02025,2025-03-11,S016,C020,I006
E02026,15/02/2025,S379,C040,I025
E02027,May 15 2025,S318,C039,I008
E02028,09/06/2025,S485,C036,I028
E02029,2025-04-04,S446,C008,I019
E02030,2025-05-13,S400,C039,I014
E02031,2025-02-23,S394,C032,I029
E02032,15/05/2025,S346,C056,I006
E02033,May 10 2025,S423,C031,I006
E02034,2025-01-25,S415,C027,I019
E02035,09/02/2025,S029,C048,I012
E02036,2025-06-29,S274,C001,I003
E02037,29/04/2025,S047,C049,I029
E02038,Jan 18 2025,S352,C002,I038
E02039,Jun 30 2025,S015,C033,I011
E02040,Feb 10 2025,S139,C008,I008
E02041,2025-01-30,S435,C043,I021
E02042,2025-03-23,S095,C058,I009
E02043,2025-05-21,S349,C045,I010
E02044,2025-06-04,S136,C047,I017
E02045,Jun 05 2025,S499,C016,I011
E02046,Mar 02 2025,S046,C032,I025
E02047,2025-06-21,S220,C045,I008
E02048,11/02/2025,S037,C014,I003
E02049,2025-06-19,S127,C032,I028
E02050,2025-01-07,S497,C018,I011
E02051,14/06/2025,S422,C020,I005
E02052,Jun 30 2025,S163,C044,I040
E02053,Jun 25 2025,S467,C053,I011
E02054,2025-01-18,S305,C034,I004
E02055,Mar 08 2025,S362,C044,I013
E02056,May 16 2025,S233,C054,I003
E02057,Jan 02 2025,S182,C059,I013
E02058,19/05/2025,S090,C041,I028
E02059,2025-06-15,S284,C017,I015
E02060,26/03/2025,S347,C035,I012
E02061,2025-01-11,S453,C036,I032
E02062,Jun 29 2025,S122,C057,I033
E02063,12/03/2025,S439,C010,I017
E02064,29/06/2025,S042,C007,I018
E02065,Jan 28 2025,S373,C027,I016
E02066,May 21 2025,S226,C011,I012
E02067,Feb 03 2025,S407,C049,I014
E02068,31/05/2025,S163,C031,I023
E02069,14/06/2025,S053,C014,I036
E02070,May 19 2025,S270,C015,I015
E02071,2025-05-28,S108,C034,I034
E02072,Jun 09 2025,S451,C042,I027
E02073,Jun 03 2025,S367,C003,I021
E02074,2025-01-23,S062,C033,I013
E02075,Mar 21 2025,S071,C034,I009
E02076,12/01/2025,S046,C049,I021
E02076,Jan 12 2025,S080,C003,I031
E02077,02/01/2025,S245,C017,I025
E02077,02/01/2025,S177,C046,I014
E02078,Feb 03 2025,S219,C016,I010
E02079,Jan 20 2025,S088,C056,I016
E02080,20/06/2025,S011,C013,I038
E02081,2025-06-05,S077,C035,I010
E02082,Mar 22 2025,S484,C016,I034
E02083,2025-03-14,S094,C003,I004
E02084,20/03/2025,S317,C011,I024
E02085,Jan 29 2025,S214,C058,I019
E02086,2025-05-13,S280,C033,I032
E02087,27/01/2025,S257,C038,I031
E02088,2025-04-23,S448,C005,I002
E02089,07/03/2025,S500,C021,I013
E02090,2025-02-23,S280,C060,I001
E02091,27/01/2025,S301,C004,I013
E02092,2025-03-20,S274,C005,I036
E02093,2025-05-16,S077,C016,I028
E02094,Jan 07 2025,S330,C051,I028
E02095,Jan 21 2025,S270,C059,I005
E02096,2025-04-10,S126,C019,I034
E02097,2025-05-06,S126,C016,I007
E02098,2025-02-05,S108,C051,I008
E02099,Jan 22 2025,S113,C058,I027
E02100,2025-03-11,S019,C002,I008
E02101,29/01/2025,S038,C043,I002
E02102,10/03/2025,S050,C007,I013
E02103,24/06/2025,S446,C031,I029
E02104,2025-04-25,S190,C047,I027
E02105,28/05/2025,S214,C044,I032
E02106,03/04/2025,S259,C010,I016
E02107,2025-04-10,S389,C027,I025
E02108,Mar 28 2025,S207,C055,I039
E02109,Jan 20 2025,S309,C022,I025
E02110,01/06/2025,S027,C022,I035
E02111,30/06/2025,S036,C052,I004
E02112,2025-05-25,S030,C021,I004
E02113,Jan 29 2025,S434,C037,I036
E02114,21/04/2025,S311,C049,I008
E02115,2025-03-15,S435,C017,I026
E02116,06/06/2025,S428,C028,I025
E02117,Jun 17 2025,S024,C022,I009
E02118,02/01/2025,S032,C044,I021
E02119,06/05/2025,S337,C055,I008
E02120,09/03/2025,S047,C008,I024
E02121,Jan 06 2025,S296,C045,I011
E02122,2025-03-22,S453,C054,I034
E02123,2025-02-18,S066,C017,I023
E02124,Jun 22 2025,S015,C045,I013
E02125,2025-06-03,S283,C042,I039
E02126,Apr 06 2025,S101,C035,I021
E02127,Jan 02 2025,S352,C034,I040
E02128,12/02/2025,S440,C028,I008
E02129,Feb 11 2025,S198,C010,I029
E02130,May 16 2025,S397,C024,I020
E02131,May 17 2025,S288,C049,I016
E02132,26/02/2025,S179,C025,I018
E02133,May 13 2025,S262,C021,I038
E02134,2025-03-06,S096,C007,I014
E02135,Jan 10 2025,S056,C059,I038
E02136,Mar 06 2025,S397,C033,I014
E02137,2025-06-23,S420,C042,I015
E02138,2025-01-22,S417,C052,I019
E02139,Mar 03 2025,S165,C010,I023
E02140,Feb 17 2025,S166,C042,I016
E02141,May 04 2025,S336,C037,I001
E02142,2025-05-10,S412,C045,I005
E02143,2025-02-27,S039,C026,I004
E02144,2025-01-11,S202,C051,I009
E02145,May 07 2025,S210,C029,I030
E02146,Feb 10 2025,S139,C026,I005
E02147,2025-06-05,S213,C007,I038
E02148,2025-03-17,S287,C012,I006
E02149,13/04/2025,S220,C004,I013
E02150,2025-02-22,S101,C009,I029
E02151,21/03/2025,S298,C044,I039
E02152,05/01/2025,S341,C041,I022
E02153,2025-05-01,S189,C030,I015
E02154,15/03/2025,S396,C039,I003
E02155,16/04/2025,S006,C001,I040
E02156,08/01/2025,S146,C034,I016
E02157,Mar 20 2025,S242,C002,I036
E02158,07/02/2025,S014,C025,I010
E02159,Apr 09 2025,S376,C026,I039
E02160,08/03/2025,S033,C029,I029
E02161,12/04/2025,S352,C038,I023
E02162,2025-02-10,S197,C005,I035
E02163,Feb 21 2025,S034,C041,I019
E02164,Mar 31 2025,S215,C003,I036
E02165,May 07 2025,S124,C004,I021
E02166,May 10 2025,S393,C036,I008
E02167,28/05/2025,S125,C036,I010
E02168,19/05/2025,S362,C053,I007
E02169,06/02/2025,S222,C057,I026
E02170,Jan 25 2025,S251,C053,I033
E02171,2025-04-13,S498,C018,I006
E02172,Jan 23 2025,S220,C050,I005
E02173,13/04/2025,S309,C026,I036
E02174,Jan 04 2025,S235,C006,I038
E02175,06/05/2025,S167,C039,I008
E02176,22/01/2025,S149,C018,I037
E02177,Jan 30 2025,S045,C010,I039
E02178,2025-04-03,S021,C040,I038
E02179,Jun 12 2025,S442,C037,I005
E02179,Jun 12 2025,S293,C012,I037
E02180,2025-03-20,S392,C016,I001
E02180,2025-03-20,S495,C060,I022
E02181,16/01/2025,S366,C044,I035
E02182,29/06/2025,S225,C048,I027
E02183,2025-06-03,S360,C035,I006
E02184,Feb 18 2025,S350,C012,I003
E02185,29/06/2025,S004,C020,I010
E02186,16/06/2025,S397,C005,I030
E02187,Feb 21 2025,S036,C058,I013
E02188,05/04/2025,S074,C008,I014
E02189,Apr 13 2025,S015,C034,I026
E02190,07/03/2025,S060,C003,I002
E02191,2025-05-29,S235,C035,I022
E02192,Apr 29 2025,S279,C038,I024
E02193,17/05/2025,S055,C001,I033
E02194,30/06/2025,S399,C019,I031
E02195,10/04/2025,S117,C010,I006
E02196,2025-02-16,S242,C004,I016
E02197,2025-05-03,S230,C010,I001
E02198,Mar 29 2025,S273,C057,I028
E02199,2025-05-09,S007,C050,I004
E02200,26/03/2025,S064,C028,I037
E02201,10/01/2025,S202,C003,I026
E02202,2025-04-25,S344,C009,I024
E02203,13/05/2025,S265,C057,I040
E02204,Apr 01 2025,S246,C011,I014
E02205,23/02/2025,S210,C042,I009
E02206,2025-06-24,S106,C023,I030
E02207,15/06/2025,S479,C033,I001
E02208,28/05/2025,S132,C027,I029
E02209,2025-03-24,S015,C022,I019
E02210,2025-03-27,S262,C043,I009
E02211,Jun 22 2025,S069,C055,I026
E02212,Feb 27 2025,S328,C015,I029
E02213,Feb 25 2025,S026,C002,I038
E02214,26/02/2025,S128,C001,I030
E02215,2025-03-02,S258,C003,I006
E02215,Mar 02 2025,S286,C010,I017
E02216,11/01/2025,S005,C059,I038
E02217,2025-01-13,S034,C039,I026
E02217,2025-01-13,S048,C018,I037
E02218,12/02/2025,S331,C043,I030
E02219,Mar 12 2025,S210,C028,I017
E02220,21/01/2025,S416,C002,I039
E02221,Feb 14 2025,S258,C008,I018
E02222,Apr 09 2025,S334,C004,I017
E02223,May 07 2025,S122,C024,I014
E02224,2025-05-27,S496,C037,I037
E02225,2025-06-30,S036,C028,I006
E02226,May 07 2025,S329,C018,I014
E02227,2025-04-17,S296,C009,I003
E02228,27/05/2025,S134,C036,I033
E02229,2025-05-28,S475,C048,I002
E02230,29/04/2025,S402,C025,I006
E02231,Jan 23 2025,S186,C050,I023
E02232,Jan 08 2025,S021,C045,I026
E02233,Mar 28 2025,S186,C045,I031
E02234,2025-06-17,S197,C043,I020
E02235,29/01/2025,S227,C051,I027
E02236,2025-02-05,S055,C012,I014
E02237,23/03/2025,S269,C058,I025
E02238,2025-03-22,S198,C024,I031
E02239,2025-01-16,S046,C059,I015
E02240,02/05/2025,S116,C015,I015
E02241,Jun 14 2025,S115,C043,I020
E02241,14/06/2025,S401,C020,I026
E02242,May 27 2025,S065,C059,I010
E02243,2025-04-24,S045,C021,I034
E02244,Mar 04 2025,S052,C012,I038
E02245,29/06/2025,S468,C017,I013
E02246,Jun 10 2025,S283,C039,I028
E02247,Jun 28 2025,S065,C002,I020
E02248,2025-05-01,S357,C024,I013
E02249,Jan 16 2025,S243,C037,I019
E02250,27/06/2025,S298,C058,I019
E02251,27/05/2025,S176,C006,I023
E02252,Jan 31 2025,S102,C038,I001
E02253,Apr 07 2025,S311,C012,I036
E02254,19/01/2025,S234,C038,I040
E02255,23/01/2025,S473,C033,I020
E02256,01/02/2025,S014,C032,I011
E02257,05/06/2025,S096,C033,I021
E02258,07/04/2025,S064,C038,I002
E02259,27/06/2025,S375,C046,I026
E02260,Apr 06 2025,S026,C032,I029
E02261,2025-01-27,S228,C051,I034
E02262,2025-04-05,S429,C048,I019
E02263,10/05/2025,S083,C042,I007
E02264,03/06/2025,S279,C055,I019
E02265,26/04/2025,S402,C007,I027
E02266,2025-06-22,S140,C012,I030
E02267,2025-05-09,S314,C030,I011
E02268,2025-01-08,S153,C041,I024
E02269,Apr 07 2025,S059,C026,I027
E02270,11/02/2025,S341,C005,I013
E02271,2025-05-15,S186,C056,I008
E02272,21/05/2025,S168,C012,I010
E02273,Apr 01 2025,S351,C034,I024
E02274,2025-06-16,S440,C054,I027
E02275,19/01/2025,S214,C022,I005
E02276,Apr 01 2025,S292,C036,I027
E02277,2025-05-22,S473,C022,I015
E02278,Feb 13 2025,S428,C013,I023
E02279,Jun 21 2025,S240,C038,I011
E02280,05/03/2025,S074,C016,I038
E02281,14/03/2025,S172,C046,I036
E02282,Jun 27 2025,S190,C051,I006
E02283,2025-06-17,S109,C038,I009
E02284,09/03/2025,S396,C019,I031
E02285,02/01/2025,S474,C059,I024
E02286,23/05/2025,S138,C044,I030
E02287,05/05/2025,S031,C057,I010
E02288,Apr 07 2025,S085,C056,I006
E02289,2025-06-24,S494,C029,I025
E02290,2025-03-19,S288,C020,I013
E02291,16/04/2025,S097,C045,I009
E02292,2025-06-27,S032,C020,I033
E02293,Jan 27 2025,S258,C051,I017
E02294,2025-05-19,S457,C014,I008
E02295,May 03 2025,S322,C003,I028
E02296,23/02/2025,S088,C030,I034
E02297,23/01/2025,S483,C038,I006
E02297,23/01/2025,S478,C045,I019
E02298,Feb 11 2025,S161,C024,I001
E02299,14/06/2025,S237,C013,I039
E02300,10/02/2025,S448,C051,I010
E02301,Apr 17 2025,S012,C042,I007
E02302,2025-02-09,S255,C003,I019
E02303,15/05/2025,S449,C005,I022
E02304,05/04/2025,S015,C006,I040
E02305,Jan 31 2025,S394,C039,I038
E02306,Mar 27 2025,S145,C009,I021
E02307,2025-02-27,S337,C060,I016
E02308,2025-01-12,S352,C007,I003
E02309,Apr 26 2025,S188,C034,I011
E02310,11/04/2025,S197,C060,I022
E02311,May 20 2025,S492,C012,I022
E02312,2025-01-31,S411,C053,I014
E02313,23/06/2025,S103,C027,I038
E02314,May 13 2025,S315,C028,I018
E02315,2025-06-14,S457,C048,I003
E02316,2025-06-19,S304,C034,I025
E02317,Feb 06 2025,S355,C051,I019
E02318,28/06/2025,S280,C058,I033
E02319,18/05/2025,S100,C006,I019
E02320,Feb 08 2025,S370,C059,I029
E02321,10/06/2025,S009,C056,I022
E02322,11/03/2025,S071,C002,I002
E02323,22/03/2025,S443,C031,I008
E02324,May 21 2025,S100,C008,I007
E02325,2025-04-25,S146,C055,I017
E02326,07/03/2025,S147,C013,I026
E02327,Jun 09 2025,S288,C051,I004
E02328,17/06/2025,S095,C010,I016
E02329,Mar 17 2025,S072,C005,I026
E02330,Apr 11 2025,S335,C012,I003
E02331,2025-02-04,S090,C010,I025
E02332,Jun 05 2025,S205,C011,I031
E02333,30/01/2025,S342,C019,I013
E02334,01/03/2025,S011,C010,I026
E02335,Jun 06 2025,S495,C027,I039
E02336,05/06/2025,S188,C013,I013
E02337,30/03/2025,S021,C004,I002
E02338,Mar 22 2025,S381,C058,I027
E02339,Apr 19 2025,S145,C032,I020
E02340,24/02/2025,S063,C002,I037
E02341,17/01/2025,S442,C053,I039
E02342,May 19 2025,S364,C010,I015
E02343,2025-06-21,S102,C025,I014
E02344,2025-03-17,S375,C049,I037
E02345,2025-01-03,S171,C001,I039
E02346,Mar 19 2025,S275,C029,I025
E02347,Mar 23 2025,S472,C030,I025
E02348,Jan 18 2025,S299,C007,I017
E02349,Apr 11 2025,S220,C017,I006
E02350,Jan 29 2025,S084,C023,I010
E02351,22/03/2025,S115,C012,I030
E02352,02/01/2025,S163,C012,I003
E02352,2025-01-02,S352,C004,I008
E02353,13/04/2025,S195,C004,I001
E02354,05/01/2025,S077,C008,I038
E02355,28/05/2025,S028,C035,I029
E02356,2025-01-16,S254,C047,I034
E02357,29/04/2025,S249,C023,I018
E02358,Jun 01 2025,S111,C051,I012
E02359,Apr 29 2025,S063,C049,I001
E02360,2025-03-29,S402,C035,I024
E02361,May 23 2025,S092,C017,I008
E02362,2025-01-27,S308,C048,I028
E02363,2025-01-22,S456,C028,I039
E02364,Mar 21 2025,S147,C058,I039
E02365,Jan 28 2025,S036,C047,I026
E02366,2025-02-26,S348,C027,I034
E02367,18/06/2025,S226,C019,I032
E02368,17/01/2025,S449,C044,I032
E02369,2025-06-27,S020,C014,I034
E02370,May 05 2025,S041,C060,I025
E02371,2025-03-24,S465,C014,I010
E02372,Jan 09 2025,S307,C057,I039
E02373,15/06/2025,S384,C050,I007
E02374,08/06/2025,S406,C011,I016
E02375,Jan 16 2025,S124,C008,I039
E02376,2025-03-07,S359,C027,I009
E02377,2025-01-26,S052,C048,I024
E02378,05/01/2025,S476,C034,I011
E02379,2025-01-03,S300,C018,I009
E02380,2025-05-21,S360,C023,I015
E02381,Jan 15 2025,S108,C002,I032
E02382,2025-03-11,S397,C041,I031
E02383,08/04/2025,S209,C057,I034
E02384,2025-06-21,S161,C051,I034
E02385,2025-06-30,S117,C059,I034
E02386,2025-06-22,S328,C034,I029
E02387,2025-03-11,S266,C018,I017
E02388,May 03 2025,S118,C007,I016
E02389,2025-02-12,S208,C037,I013
E02390,Mar 04 2025,S429,C052,I014
E02390,2025-03-04,S056,C045,I021
E02391,May 20 2025,S486,C034,I008
E02392,Mar 15 2025,S381,C053,I007
E02393,2025-05-27,S282,C025,I021
E02394,09/03/2025,S366,C056,I002
E02395,Mar 11 2025,S309,C025,I021
E02396,09/01/2025,S091,C057,I026
E02397,Jan 02 2025,S129,C005,I023
E02398,20/01/2025,S497,C057,I023
E02399,2025-01-09,S200,C033,I022
E02400,2025-01-06,S089,C027,I039
E02401,25/02/2025,S423,C034,I028
E02402,Jan 02 2025,S091,C012,I030
E02403,2025-05-03,S498,C024,I020
E02404,2025-01-12,S124,C009,I016
E02405,24/05/2025,S233,C031,I025
E02406,2025-01-14,S122,C020,I010
E02407,2025-02-24,S332,C005,I018
E02408,2025-06-29,S172,C008,I003
E02409,2025-06-26,S293,C042,I029
E02410,25/03/2025,S105,C045,I031
E02411,15/01/2025,S357,C001,I002
E02412,Feb 09 2025,S492,C060,I027
E02413,Jun 08 2025,S093,C010,I011
E02414,2025-06-03,S430,C030,I007
E02415,May 09 2025,S110,C038,I008
E02416,Mar 11 2025,S254,C045,I020
E02417,Jan 26 2025,S006,C034,I009
E02418,May 10 2025,S213,C028,I008
E02419,06/05/2025,S129,C040,I038
E02420,Jun 26 2025,S426,C020,I012
E02421,26/04/2025,S153,C002,I020
E02421,26/04/2025,S433,C012,I005
E02422,2025-01-09,S220,C024,I013
E02423,2025-06-14,S137,C021,I017
E02424,Apr 08 2025,S186,C014,I039
E02425,Feb 22 2025,S314,C026,I030
E02426,21/05/2025,S311,C046,I016
E02427,25/05/2025,S421,C003,I013
E02428,19/04/2025,S079,C026,I037
E02429,Jan 27 2025,S172,C035,I015
E02430,2025-05-29,S061,C029,I002
E02431,15/05/2025,S173,C019,I005
E02432,22/03/2025,S290,C045,I010
E02433,03/01/2025,S147,C012,I018
E02434,Feb 06 2025,S488,C007,I003
E02434,2025-02-06,S209,C012,I006
E02435,2025-01-09,S221,C041,I028
E02436,2025-03-25,S063,C034,I013
E02437,2025-04-29,S232,C057,I011
E02438,2025-03-17,S142,C011,I006
E02439,2025-06-21,S307,C048,I010
E02440,Jan 03 2025,S310,C015,I002
E02441,2025-03-19,S478,C003,I030
E02442,2025-02-08,S230,C049,I037
E02443,01/03/2025,S074,C026,I016
E02443,2025-03-01,S346,C033,I010
E02444,2025-02-12,S460,C018,I001
E02445,May 19 2025,S177,C035,I020
E02446,2025-02-08,S306,C024,I037
E02447,2025-01-24,S210,C054,I040
E02448,11/01/2025,S482,C060,I031
E02449,Feb 05 2025,S221,C030,I037
E02450,2025-05-12,S301,C013,I015
E02451,Jun 04 2025,S399,C017,I020
E02452,22/04/2025,S257,C010,I040
E02453,01/01/2025,S106,C047,I029
E02454,2025-05-22,S387,C029,I011
E02455,16/01/2025,S140,C033,I014
E02456,May 04 2025,S426,C040,I006
E02457,18/04/2025,S237,C060,I029
E02458,26/01/2025,S367,C026,I038
E02459,09/02/2025,S105,C028,I027
E02460,Feb 19 2025,S020,C056,I023
E02461,04/03/2025,S358,C021,I027
E02462,08/05/2025,S201,C029,I004
E02463,2025-04-03,S317,C014,I028
E02464,01/04/2025,S123,C021,I024
E02465,01/01/2025,S294,C053,I016
E02466,May 04 2025,S055,C043,I004
E02467,08/02/2025,S120,C050,I014
E02468,2025-01-18,S022,C043,I029
E02469,2025-02-08,S165,C031,I025
E02470,Feb 27 2025,S481,C017,I005
E02471,03/05/2025,S063,C030,I011
E02472,23/03/2025,S409,C048,I033
E02473,Apr 23 2025,S335,C035,I011
E02474,2025-05-19,S149,C038,I028
E02475,Apr 04 2025,S072,C056,I033
E02476,25/04/2025,S049,C014,I022
E02477,Feb 26 2025,S459,C053,I026
E02478,2025-04-14,S147,C018,I027
E02479,2025-01-26,S189,C013,I015
E02480,2025-06-17,S101,C057,I009
E02481,Mar 27 2025,S485,C016,I016
E02482,Jun 16 2025,S418,C030,I030
E02483,Apr 01 2025,S156,C017,I009
E02484,Jun 05 2025,S321,C014,I031
E02485,2025-01-02,S253,C032,I020
E02486,2025-01-31,S282,C043,I040
E02487,Jan 23 2025,S176,C052,I021
E02488,07/04/2025,S111,C053,I014
E02489,04/02/2025,S126,C024,I035
E02490,2025-02-08,S265,C057,I001
E02491,2025-03-17,S085,C056,I031
E02492,Jan 09 2025,S465,C009,I036
E02493,29/04/2025,S191,C008,I023
E02494,06/01/2025,S129,C014,I008
E02495,Mar 25 2025,S319,C023,I005
E02496,Feb 24 2025,S265,C032,I025
E02497,2025-06-22,S325,C009,I001
E02498,2025-05-08,S496,C009,I013
E02499,Mar 30 2025,S180,C059,I007
E02500,16/01/2025,S329,C002,I020
E02501,Mar 04 2025,S133,C055,I032
E02502,06/03/2025,S355,C009,I040
E02503,Jan 09 2025,S326,C017,I011
E02504,Mar 17 2025,S175,C019,I039
E02505,20/03/2025,S292,C043,I020
E02506,03/05/2025,S090,C003,I022
E02507,2025-06-09,S369,C049,I024
E02508,2025-03-04,S435,C034,I016
E02509,19/06/2025,S118,C050,I020
E02510,Mar 18 2025,S465,C029,I027
E02511,2025-05-06,S176,C012,I003
E02512,20/06/2025,S116,C051,I019
E02513,2025-03-15,S086,C037,I010
E02514,2025-06-14,S084,C026,I034
E02515,25/02/2025,S430,C004,I038
E02516,16/03/2025,S361,C027,I007
E02517,2025-01-28,S236,C036,I020
E02518,Jan 12 2025,S163,C004,I022
E02519,Jan 18 2025,S152,C051,I009
E02520,2025-05-08,S152,C014,I025
E02521,2025-01-27,S009,C043,I035
E02522,Apr 29 2025,S034,C059,I013
E02523,2025-03-26,S201,C003,I014
E02524,11/04/2025,S140,C044,I036
E02525,12/04/2025,S274,C017,I015
E02526,03/05/2025,S187,C027,I040
E02527,20/06/2025,S456,C037,I024
E02528,Apr 12 2025,S004,C045,I020
E02528,Apr 12 2025,S409,C037,I034
E02529,2025-06-07,S122,C023,I032
E02530,Apr 17 2025,S017,C044,I028
E02531,27/04/2025,S466,C024,I033
E02532,May 23 2025,S097,C019,I025
E02533,May 22 2025,S102,C054,I039
E02534,2025-02-01,S375,C055,I027
E02535,Jan 20 2025,S218,C029,I022
E02536,26/05/2025,S157,C034,I030
E02537,21/04/2025,S163,C015,I027
E02538,25/06/2025,S365,C010,I016
E02539,Apr 23 2025,S064,C034,I006
E02540,Apr 17 2025,S409,C034,I030
E02541,May 21 2025,S319,C031,I037
E02542,Mar 10 2025,S097,C046,I027
E02542,10/03/2025,S089,C060,I018
E02543,2025-04-10,S096,C001,I032
E02544,2025-02-20,S347,C024,I001
E02545,10/04/2025,S274,C045,I024
E02546,Feb 17 2025,S157,C058,I027
E02547,2025-03-08,S267,C016,I001
E02548,Mar 07 2025,S006,C021,I017
E02549,Mar 15 2025,S004,C028,I025
E02550,2025-02-24,S253,C017,I029
E02551,20/06/2025,S174,C031,I011
E02552,Feb 15 2025,S183,C031,I026
E02553,May 11 2025,S463,C016,I010
E02554,Feb 24 2025,S090,C025,I040
E02555,Mar 01 2025,S026,C026,I037
E02556,Mar 05 2025,S449,C034,I013
E02557,2025-02-18,S449,C042,I034
E02558,2025-03-07,S439,C038,I034
E02559,2025-05-20,S066,C018,I006
E02560,2025-01-16,S427,C042,I029
E02561,02/02/2025,S185,C043,I005
E02562,06/01/2025,S474,C014,I035
E02563,Mar 28 2025,S188,C033,I014
E02564,Feb 07 2025,S246,C044,I040
E02565,2025-02-26,S286,C024,I006
E02566,Jun 23 2025,S475,C012,I007
E02567,Mar 29 2025,S201,C044,I013
E02568,2025-05-17,S170,C053,I011
E02569,Apr 23 2025,S262,C038,I030
E02570,2025-04-03,S068,C003,I006
E02571,Mar 14 2025,S058,C059,I021
E02572,Apr 08 2025,S026,C041,I028
E02573,23/02/2025,S193,C018,I034
E02574,2025-06-25,S249,C060,I010
E02575,2025-06-29,S298,C037,I007
E02576,Mar 20 2025,S322,C039,I027
E02577,30/06/2025,S205,C009,I007
E02578,2025-06-22,S070,C014,I021
E02579,17/05/2025,S465,C030,I007
E02580,Apr 04 2025,S300,C027,I028
E02581,10/01/2025,S354,C041,I016
E02582,May 30 2025,S018,C060,I040
E02583,2025-06-11,S215,C005,I027
E02584,2025-06-23,S032,C026,I011
E02585,Feb 04 2025,S198,C007,I033
E02586,29/01/2025,S402,C021,I011
E02587,01/01/2025,S344,C011,I038
E02588,Jun 25 2025,S104,C008,I030
E02589,Mar 18 2025,S190,C009,I024
E02590,Jan 12 2025,S147,C058,I002
E02591,18/02/2025,S218,C023,I024
E02592,May 06 2025,S376,C044,I038
E02593,2025-03-20,S041,C016,I009
E02594,Jan 11 2025,S056,C024,I026
E02595,Mar 02 2025,S464,C024,I011
E02596,Mar 10 2025,S131,C015,I007
E02597,24/03/2025,S235,C057,I026
E02598,19/04/2025,S112,C016,I033
E02599,Mar 28 2025,S070,C042,I030
E02600,2025-01-07,S072,C041,I034
E02601,Mar 14 2025,S450,C042,I036
E02602,28/01/2025,S207,C003,I013
E02603,13/01/2025,S088,C039,I033
E02604,28/01/2025,S240,C012,I005
E02605,02/06/2025,S397,C045,I036
E02606,Feb 21 2025,S230,C041,I001
E02607,Jan 26 2025,S276,C053,I036
E02608,May 08 2025,S240,C028,I006
E02609,2025-03-19,S251,C056,I013
E02610,Jun 05 2025,S275,C012,I034
E02611,Mar 20 2025,S422,C004,I034
E02612,Mar 03 2025,S319,C056,I021
E02613,Mar 22 2025,S281,C019,I025
E02614,25/05/2025,S022,C028,I037
E02615,2025-02-22,S467,C031,I009
E02616,31/03/2025,S144,C017,I020
E02617,2025-04-23,S409,C009,I009
E02618,01/06/2025,S191,C011,I017
E02619,2025-01-02,S489,C023,I001
E02620,2025-04-17,S278,C034,I038
E02621,26/06/2025,S025,C010,I037
E02622,27/03/2025,S368,C012,I009
E02623,2025-05-05,S031,C030,I012
E02624,Mar 13 2025,S147,C031,I020
E02625,19/03/2025,S058,C060,I019
E02626,May 31 2025,S104,C054,I011
E02627,Jan 09 2025,S275,C010,I030
E02628,15/01/2025,S381,C038,I026
E02629,2025-01-24,S356,C060,I014
E02630,15/05/2025,S375,C007,I031
E02631,2025-04-16,S484,C041,I023
E02632,12/02/2025,S244,C031,I033
E02633,27/01/2025,S276,C039,I014
E02634,May 10 2025,S178,C031,I008
E02635,16/04/2025,S130,C056,I032
E02636,2025-06-01,S015,C027,I024
E02636,2025-06-01,S258,C021,I030
E02637,2025-05-22,S266,C021,I040
E02638,Mar 24 2025,S125,C054,I017
E02639,Jun 21 2025,S459,C055,I006
E02640,2025-05-16,S296,C033,I025
E02641,2025-01-02,S305,C005,I024
E02642,12/06/2025,S339,C027,I021
E02643,2025-06-29,S091,C005,I007
E02644,03/04/2025,S251,C013,I011
E02645,2025-02-14,S371,C010,I035
E02646,23/02/2025,S290,C051,I030
E02647,Feb 17 2025,S453,C045,I001
