"activity_id","enrollment_id","jenis_aktivitas","nilai","durasi_menit","tanggal_rapih","student_id","course_id","instructor_id"
"A002158","E01382","ASSIGNMENT","60","38","2025-04-14 00:00:00","S049","C035","I029"
"A007328","E01382","QUIZ","52","75","2025-04-14 00:00:00","S049","C035","I029"
"A002887","E01383","QUIZ","56","129","2025-05-29 00:00:00","S296","C058","I011"
"A005759","E01383","QUIZ","96","8","2025-05-29 00:00:00","S296","C058","I011"
"A005864","E01383","ASSIGNMENT","85","194","2025-05-29 00:00:00","S296","C058","I011"
"A008477","E01383","DISCUSSION","100","186","2025-05-29 00:00:00","S296","C058","I011"
"A001899","E01384","VIDEO WATCH","70","104","2025-06-29 00:00:00","S151","C010","I013"
"A004123","E01384","QUIZ","89","69","2025-06-29 00:00:00","S151","C010","I013"
"A005477","E01384","QUIZ","78","237","2025-06-29 00:00:00","S151","C010","I013"
"A005504","E01384","DISCUSSION","78","198","2025-06-29 00:00:00","S151","C010","I013"
"A006731","E01384","VIDEO WATCH","82","17","2025-06-29 00:00:00","S151","C010","I013"
"A006744","E01384","EXAM","55","28","2025-06-29 00:00:00","S151","C010","I013"
"A002680","E01385","DISCUSSION","53","111","2025-04-05 00:00:00","S297","C006","I032"
"A006738","E01385","ASSIGNMENT","44","101","2025-04-05 00:00:00","S297","C006","I032"
"A000100","E01386","QUIZ","88","154","2025-04-07 00:00:00","S304","C018","I027"
"A003939","E01386","ASSIGNMENT","75","118","2025-04-07 00:00:00","S304","C018","I027"
"A000451","E01387","DISCUSSION","45","119","2025-03-24 00:00:00","S274","C056","I035"
"A001817","E01387","DISCUSSION","96","195","2025-03-24 00:00:00","S274","C056","I035"
"A002494","E01387","EXAM","70","73","2025-03-24 00:00:00","S274","C056","I035"
"A000706","E01388","EXAM","55","157","2025-05-17 00:00:00","S143","C047","I021"
"A002685","E01388","ASSIGNMENT","70","189","2025-05-17 00:00:00","S143","C047","I021"
"A003262","E01388","EXAM","75","65","2025-05-17 00:00:00","S143","C047","I021"
"A006664","E01388","QUIZ","72","78","2025-05-17 00:00:00","S143","C047","I021"
"A008381","E01388","VIDEO WATCH","99","137","2025-05-17 00:00:00","S143","C047","I021"
"A003062","E01389","DISCUSSION","56","46","2025-05-26 00:00:00","S450","C006","I002"
"A004819","E01389","QUIZ","47","123","2025-05-26 00:00:00","S450","C006","I002"
"A008778","E01389","EXAM","70","9","2025-05-26 00:00:00","S450","C006","I002"
"A001995","E01390","DISCUSSION","43","213","2025-05-08 00:00:00","S268","C056","I001"
"A004588","E01390","VIDEO WATCH","66","93","2025-05-08 00:00:00","S268","C056","I001"
"A005436","E01390","VIDEO WATCH","44","12","2025-05-08 00:00:00","S268","C056","I001"
"A008328","E01390","EXAM","95","202","2025-05-08 00:00:00","S268","C056","I001"
"A002763","E01391","VIDEO WATCH","67","196","2025-06-07 00:00:00","S206","C060","I037"
"A005600","E01391","QUIZ","80","109","2025-06-07 00:00:00","S206","C060","I037"
"A008198","E01392","DISCUSSION","59","55","2025-04-27 00:00:00","S475","C016","I033"
"A000268","E01393","DISCUSSION","70","47","2025-01-23 00:00:00","S345","C060","I033"
"A001295","E01394","QUIZ","75","234","2025-02-02 00:00:00","S302","C040","I017"
"A007073","E01395","ASSIGNMENT","100","217","2025-02-18 00:00:00","S074","C036","I018"
"A008861","E01395","QUIZ","96","122","2025-02-18 00:00:00","S074","C036","I018"
"A000359","E01396","QUIZ","49","183","2025-04-29 00:00:00","S341","C051","I020"
"A004115","E01396","QUIZ","75","195","2025-04-29 00:00:00","S341","C051","I020"
"A004483","E01396","ASSIGNMENT","70","22","2025-04-29 00:00:00","S341","C051","I020"
"A004651","E01396","VIDEO WATCH","76","233","2025-04-29 00:00:00","S341","C051","I020"
"A005525","E01396","QUIZ","64","224","2025-04-29 00:00:00","S341","C051","I020"
"A003811","E01397","VIDEO WATCH","49","21","2025-05-29 00:00:00","S332","C006","I033"
"A008339","E01397","ASSIGNMENT","67","98","2025-05-29 00:00:00","S332","C006","I033"
"A000721","E01398","ASSIGNMENT","65","122","2025-02-05 00:00:00","S380","C015","I039"
"A004710","E01398","DISCUSSION","48","110","2025-02-05 00:00:00","S380","C015","I039"
"A006035","E01398","EXAM","70","134","2025-02-05 00:00:00","S380","C015","I039"
"A008515","E01398","QUIZ","59","96","2025-02-05 00:00:00","S380","C015","I039"
"A008599","E01398","DISCUSSION","78","156","2025-02-05 00:00:00","S380","C015","I039"
"A008843","E01398","VIDEO WATCH","44","204","2025-02-05 00:00:00","S380","C015","I039"
"A002326","E01400","ASSIGNMENT","72","229","2025-05-17 00:00:00","S113","C017","I032"
"A003312","E01400","QUIZ","55","125","2025-05-17 00:00:00","S113","C017","I032"
"A004539","E01400","DISCUSSION","97","32","2025-05-17 00:00:00","S113","C017","I032"
"A008984","E01400","ASSIGNMENT","67","239","2025-05-17 00:00:00","S113","C017","I032"
"A001224","E01401","QUIZ","45","107","2025-01-19 00:00:00","S181","C054","I002"
"A003345","E01401","DISCUSSION","70","145","2025-01-19 00:00:00","S181","C054","I002"
"A008525","E01401","QUIZ","87","149","2025-01-19 00:00:00","S181","C054","I002"
"A001477","E01402","DISCUSSION","89","9","2025-02-06 00:00:00","S293","C021","I021"
"A001782","E01402","ASSIGNMENT","40","174","2025-02-06 00:00:00","S293","C021","I021"
"A003884","E01402","QUIZ","96","219","2025-02-06 00:00:00","S293","C021","I021"
"A000328","E01404","VIDEO WATCH","63","170","2025-03-23 00:00:00","S492","C055","I008"
"A000634","E01404","VIDEO WATCH","79","126","2025-03-23 00:00:00","S492","C055","I008"
"A007010","E01404","DISCUSSION","94","82","2025-03-23 00:00:00","S492","C055","I008"
"A007618","E01404","DISCUSSION","79","8","2025-03-23 00:00:00","S492","C055","I008"
"A000111","E01405","QUIZ","85","21","2025-06-11 00:00:00","S147","C016","I032"
"A004101","E01405","DISCUSSION","100","213","2025-06-11 00:00:00","S147","C016","I032"
"A007012","E01405","EXAM","63","69","2025-06-11 00:00:00","S147","C016","I032"
"A002895","E01406","ASSIGNMENT","86","56","2025-03-21 00:00:00","S437","C051","I027"
"A006979","E01406","DISCUSSION","84","169","2025-03-21 00:00:00","S437","C051","I027"
"A005796","E01407","ASSIGNMENT","71","163","2025-04-22 00:00:00","S004","C018","I011"
"A007433","E01407","EXAM","89","210","2025-04-22 00:00:00","S004","C018","I011"
"A003170","E01408","QUIZ","89","194","2025-06-13 00:00:00","S283","C012","I037"
"A003293","E01408","QUIZ","83","93","2025-06-13 00:00:00","S283","C012","I037"
"A007443","E01408","VIDEO WATCH","52","41","2025-06-13 00:00:00","S283","C012","I037"
"A001571","E01409","QUIZ","83","59","2025-02-01 00:00:00","S077","C007","I030"
"A004717","E01409","QUIZ","70","131","2025-02-01 00:00:00","S077","C007","I030"
"A005352","E01409","VIDEO WATCH","98","113","2025-02-01 00:00:00","S077","C007","I030"
"A006437","E01409","DISCUSSION","61","65","2025-02-01 00:00:00","S077","C007","I030"
"A002484","E01410","DISCUSSION","47","156","2025-05-20 00:00:00","S142","C058","I002"
"A002805","E01410","EXAM","100","191","2025-05-20 00:00:00","S142","C058","I002"
"A006806","E01410","QUIZ","99","126","2025-05-20 00:00:00","S142","C058","I002"
"A008041","E01410","ASSIGNMENT","71","20","2025-05-20 00:00:00","S142","C058","I002"
"A008319","E01410","ASSIGNMENT","60","122","2025-05-20 00:00:00","S142","C058","I002"
"A008323","E01410","QUIZ","44","60","2025-05-20 00:00:00","S142","C058","I002"
"A004469","E01411","EXAM","50","10","2025-05-01 00:00:00","S159","C021","I001"
"A005378","E01411","QUIZ","56","192","2025-05-01 00:00:00","S159","C021","I001"
"A006343","E01411","VIDEO WATCH","75","211","2025-05-01 00:00:00","S159","C021","I001"
"A008413","E01411","QUIZ","60","41","2025-05-01 00:00:00","S159","C021","I001"
"A003218","E01412","EXAM","69","184","2025-01-15 00:00:00","S068","C033","I016"
"A004645","E01412","EXAM","48","202","2025-01-15 00:00:00","S068","C033","I016"
"A004871","E01412","QUIZ","53","102","2025-01-15 00:00:00","S068","C033","I016"
"A006500","E01412","ASSIGNMENT","43","164","2025-01-15 00:00:00","S068","C033","I016"
"A006925","E01412","EXAM","47","186","2025-01-15 00:00:00","S068","C033","I016"
"A007668","E01413","EXAM","49","235","2025-05-12 00:00:00","S260","C055","I023"
"A001657","E01414","EXAM","77","153","2025-03-27 00:00:00","S075","C042","I004"
"A003149","E01414","DISCUSSION","53","176","2025-03-27 00:00:00","S075","C042","I004"
"A004649","E01414","QUIZ","96","202","2025-03-27 00:00:00","S075","C042","I004"
"A000028","E01415","VIDEO WATCH","44","173","2025-05-26 00:00:00","S269","C026","I006"
"A002740","E01415","ASSIGNMENT","89","86","2025-05-26 00:00:00","S269","C026","I006"
"A003302","E01415","ASSIGNMENT","92","53","2025-05-26 00:00:00","S269","C026","I006"
"A004397","E01415","QUIZ","78","90","2025-05-26 00:00:00","S269","C026","I006"
"A008704","E01415","VIDEO WATCH","56","50","2025-05-26 00:00:00","S269","C026","I006"
"A001275","E01416","ASSIGNMENT","74","15","2025-04-14 00:00:00","S403","C052","I005"
"A007286","E01416","VIDEO WATCH","79","169","2025-04-14 00:00:00","S403","C052","I005"
"A003252","E01417","VIDEO WATCH","91","185","2025-03-23 00:00:00","S285","C041","I034"
"A005457","E01417","EXAM","73","27","2025-03-23 00:00:00","S285","C041","I034"
"A005773","E01417","ASSIGNMENT","100","44","2025-03-23 00:00:00","S285","C041","I034"
"A006709","E01417","QUIZ","54","111","2025-03-23 00:00:00","S285","C041","I034"
"A001656","E01418","VIDEO WATCH","85","240","2025-06-21 00:00:00","S194","C003","I022"
"A002884","E01418","QUIZ","92","238","2025-06-21 00:00:00","S194","C003","I022"
"A005425","E01418","EXAM","56","238","2025-06-21 00:00:00","S194","C003","I022"
"A000125","E01419","QUIZ","86","98","2025-06-04 00:00:00","S316","C033","I036"
"A001269","E01419","QUIZ","83","170","2025-06-04 00:00:00","S316","C033","I036"
"A001574","E01419","DISCUSSION","88","122","2025-06-04 00:00:00","S316","C033","I036"
"A003557","E01419","QUIZ","45","161","2025-06-04 00:00:00","S316","C033","I036"
"A005770","E01420","VIDEO WATCH","59","147","2025-01-30 00:00:00","S462","C056","I032"
"A006763","E01421","DISCUSSION","77","174","2025-05-06 00:00:00","S312","C059","I017"
"A008327","E01421","ASSIGNMENT","82","104","2025-05-06 00:00:00","S312","C059","I017"
"A002624","E01422","QUIZ","67","89","2025-02-22 00:00:00","S321","C003","I015"
"A004195","E01422","EXAM","44","99","2025-02-22 00:00:00","S321","C003","I015"
"A008075","E01422","ASSIGNMENT","92","169","2025-02-22 00:00:00","S321","C003","I015"
"A008291","E01422","QUIZ","71","172","2025-02-22 00:00:00","S321","C003","I015"
"A003110","E01423","VIDEO WATCH","86","217","2025-05-18 00:00:00","S163","C049","I014"
"A006976","E01423","ASSIGNMENT","46","157","2025-05-18 00:00:00","S163","C049","I014"
"A007771","E01423","VIDEO WATCH","59","157","2025-05-18 00:00:00","S163","C049","I014"
"A000785","E01424","QUIZ","75","71","2025-01-27 00:00:00","S340","C057","I022"
"A002634","E01424","DISCUSSION","66","236","2025-01-27 00:00:00","S340","C057","I022"
"A005057","E01424","ASSIGNMENT","64","12","2025-01-27 00:00:00","S340","C057","I022"
"A008711","E01424","DISCUSSION","42","46","2025-01-27 00:00:00","S340","C057","I022"
"A003728","E01425","QUIZ","82","65","2025-04-09 00:00:00","S273","C057","I038"
"A005074","E01425","ASSIGNMENT","97","86","2025-04-09 00:00:00","S273","C057","I038"
"A003402","E01426","EXAM","70","181","2025-04-28 00:00:00","S208","C048","I039"
"A003766","E01426","VIDEO WATCH","91","75","2025-04-28 00:00:00","S208","C048","I039"
"A004625","E01426","ASSIGNMENT","41","132","2025-04-28 00:00:00","S208","C048","I039"
"A005822","E01426","QUIZ","92","198","2025-04-28 00:00:00","S208","C048","I039"
"A001770","E01427","QUIZ","83","48","2025-02-28 00:00:00","S291","C046","I039"
"A005783","E01427","QUIZ","99","186","2025-02-28 00:00:00","S291","C046","I039"
"A000001","E01428","VIDEO WATCH","46","219","2025-04-17 00:00:00","S062","C049","I023"
"A002953","E01428","ASSIGNMENT","86","210","2025-04-17 00:00:00","S062","C049","I023"
"A004526","E01428","EXAM","55","223","2025-04-17 00:00:00","S062","C049","I023"
"A006957","E01428","ASSIGNMENT","98","88","2025-04-17 00:00:00","S062","C049","I023"
"A000287","E01429","ASSIGNMENT","56","177","2025-05-08 00:00:00","S335","C035","I039"
"A002312","E01429","VIDEO WATCH","62","210","2025-05-08 00:00:00","S335","C035","I039"
"A004524","E01429","ASSIGNMENT","41","31","2025-05-08 00:00:00","S335","C035","I039"
"A007891","E01429","EXAM","67","89","2025-05-08 00:00:00","S335","C035","I039"
"A008144","E01429","ASSIGNMENT","97","228","2025-05-08 00:00:00","S335","C035","I039"
"A001113","E01430","QUIZ","82","70","2025-06-18 00:00:00","S020","C013","I039"
"A001542","E01430","EXAM","73","126","2025-06-18 00:00:00","S020","C013","I039"
"A007437","E01430","QUIZ","47","201","2025-06-18 00:00:00","S020","C013","I039"
"A004624","E01431","QUIZ","95","33","2025-03-19 00:00:00","S396","C046","I040"
"A005975","E01431","ASSIGNMENT","83","88","2025-03-19 00:00:00","S396","C046","I040"
"A000013","E01432","QUIZ","42","72","2025-03-31 00:00:00","S307","C018","I027"
"A001569","E01432","ASSIGNMENT","89","50","2025-03-31 00:00:00","S307","C018","I027"
"A002644","E01432","QUIZ","50","221","2025-03-31 00:00:00","S307","C018","I027"
"A004134","E01432","QUIZ","90","78","2025-03-31 00:00:00","S307","C018","I027"
"A004947","E01432","QUIZ","98","51","2025-03-31 00:00:00","S307","C018","I027"
"A001686","E01433","ASSIGNMENT","58","192","2025-04-15 00:00:00","S065","C057","I031"
"A007302","E01433","QUIZ","99","134","2025-04-15 00:00:00","S065","C057","I031"
"A000690","E01434","VIDEO WATCH","42","142","2025-05-11 00:00:00","S122","C021","I022"
"A007154","E01434","QUIZ","61","91","2025-05-11 00:00:00","S122","C021","I022"
"A006691","E01435","QUIZ","52","160","2025-01-15 00:00:00","S113","C008","I033"
"A006756","E01435","ASSIGNMENT","57","22","2025-01-15 00:00:00","S113","C008","I033"
"A002558","E01436","EXAM","55","99","2025-01-18 00:00:00","S168","C031","I015"
"A003404","E01436","EXAM","63","115","2025-01-18 00:00:00","S168","C031","I015"
"A002440","E01437","QUIZ","71","64","2025-06-02 00:00:00","S102","C054","I028"
"A003568","E01438","VIDEO WATCH","90","213","2025-06-16 00:00:00","S434","C044","I007"
"A003916","E01438","ASSIGNMENT","81","99","2025-06-16 00:00:00","S434","C044","I007"
"A008458","E01438","EXAM","98","180","2025-06-16 00:00:00","S434","C044","I007"
"A008858","E01438","QUIZ","93","97","2025-06-16 00:00:00","S434","C044","I007"
"A001492","E01439","VIDEO WATCH","47","15","2025-02-04 00:00:00","S089","C007","I009"
"A002991","E01439","VIDEO WATCH","72","211","2025-02-04 00:00:00","S089","C007","I009"
"A008292","E01439","EXAM","62","172","2025-02-04 00:00:00","S089","C007","I009"
"A001274","E01440","DISCUSSION","45","172","2025-06-20 00:00:00","S492","C027","I020"
"A007975","E01440","DISCUSSION","83","64","2025-06-20 00:00:00","S492","C027","I020"
"A002124","E01441","DISCUSSION","57","116","2025-05-16 00:00:00","S093","C020","I011"
"A008557","E01441","ASSIGNMENT","65","160","2025-05-16 00:00:00","S093","C020","I011"
"A001079","E01443","QUIZ","82","14","2025-05-27 00:00:00","S130","C013","I024"
"A005319","E01443","QUIZ","65","7","2025-05-27 00:00:00","S130","C013","I024"
"A007395","E01443","ASSIGNMENT","60","223","2025-05-27 00:00:00","S130","C013","I024"
"A000049","E01445","EXAM","79","7","2025-03-27 00:00:00","S339","C058","I007"
"A003186","E01445","QUIZ","93","235","2025-03-27 00:00:00","S339","C058","I007"
"A006993","E01445","DISCUSSION","99","71","2025-03-27 00:00:00","S339","C058","I007"
"A008254","E01445","QUIZ","44","77","2025-03-27 00:00:00","S339","C058","I007"
"A001384","E01446","QUIZ","89","198","2025-03-15 00:00:00","S440","C026","I018"
"A003760","E01446","ASSIGNMENT","95","47","2025-03-15 00:00:00","S440","C026","I018"
"A006026","E01446","QUIZ","48","46","2025-03-15 00:00:00","S440","C026","I018"
"A007907","E01446","VIDEO WATCH","45","123","2025-03-15 00:00:00","S440","C026","I018"
"A000179","E01447","ASSIGNMENT","70","183","2025-01-10 00:00:00","S474","C055","I029"
"A000179","E01447","ASSIGNMENT","70","183","2025-01-10 00:00:00","S215","C032","I004"
"A000240","E01447","QUIZ","60","220","2025-01-10 00:00:00","S474","C055","I029"
"A000240","E01447","QUIZ","60","220","2025-01-10 00:00:00","S215","C032","I004"
"A001862","E01447","EXAM","42","112","2025-01-10 00:00:00","S474","C055","I029"
"A001862","E01447","EXAM","42","112","2025-01-10 00:00:00","S215","C032","I004"
"A005170","E01447","QUIZ","43","91","2025-01-10 00:00:00","S474","C055","I029"
"A005170","E01447","QUIZ","43","91","2025-01-10 00:00:00","S215","C032","I004"
"A007601","E01447","DISCUSSION","100","114","2025-01-10 00:00:00","S474","C055","I029"
"A007601","E01447","DISCUSSION","100","114","2025-01-10 00:00:00","S215","C032","I004"
"A007792","E01447","EXAM","98","170","2025-01-10 00:00:00","S474","C055","I029"
"A007792","E01447","EXAM","98","170","2025-01-10 00:00:00","S215","C032","I004"
"A008228","E01447","VIDEO WATCH","89","145","2025-01-10 00:00:00","S474","C055","I029"
"A008228","E01447","VIDEO WATCH","89","145","2025-01-10 00:00:00","S215","C032","I004"
"A000154","E01448","DISCUSSION","70","40","2025-06-24 00:00:00","S323","C036","I039"
"A000660","E01448","ASSIGNMENT","71","134","2025-06-24 00:00:00","S323","C036","I039"
"A002607","E01448","EXAM","100","220","2025-06-24 00:00:00","S323","C036","I039"
"A002961","E01448","VIDEO WATCH","51","187","2025-06-24 00:00:00","S323","C036","I039"
"A004718","E01448","DISCUSSION","76","43","2025-06-24 00:00:00","S323","C036","I039"
"A004841","E01448","QUIZ","70","147","2025-06-24 00:00:00","S323","C036","I039"
"A005792","E01448","ASSIGNMENT","96","97","2025-06-24 00:00:00","S323","C036","I039"
"A007495","E01448","ASSIGNMENT","60","237","2025-06-24 00:00:00","S323","C036","I039"
"A000314","E01449","ASSIGNMENT","98","182","2025-05-24 00:00:00","S241","C054","I027"
"A000738","E01449","QUIZ","81","10","2025-05-24 00:00:00","S241","C054","I027"
"A003246","E01449","VIDEO WATCH","62","178","2025-05-24 00:00:00","S241","C054","I027"
"A004950","E01450","QUIZ","44","134","2025-04-24 00:00:00","S438","C004","I030"
"A007875","E01450","QUIZ","58","232","2025-04-24 00:00:00","S438","C004","I030"
"A002925","E01451","DISCUSSION","90","28","2025-05-28 00:00:00","S098","C005","I029"
"A003709","E01452","VIDEO WATCH","63","230","2025-02-26 00:00:00","S254","C043","I001"
"A005891","E01452","QUIZ","44","39","2025-02-26 00:00:00","S254","C043","I001"
"A005321","E01453","DISCUSSION","79","120","2025-06-14 00:00:00","S136","C022","I022"
"A006065","E01453","VIDEO WATCH","48","167","2025-06-14 00:00:00","S136","C022","I022"
"A006964","E01453","DISCUSSION","49","83","2025-06-14 00:00:00","S136","C022","I022"
"A007006","E01453","DISCUSSION","79","136","2025-06-14 00:00:00","S136","C022","I022"
"A003591","E01454","DISCUSSION","97","122","2025-05-21 00:00:00","S228","C050","I015"
"A004000","E01454","DISCUSSION","54","10","2025-05-21 00:00:00","S228","C050","I015"
"A005511","E01454","VIDEO WATCH","98","158","2025-05-21 00:00:00","S228","C050","I015"
"A008733","E01454","QUIZ","72","228","2025-05-21 00:00:00","S228","C050","I015"
"A002851","E01455","EXAM","94","165","2025-04-10 00:00:00","S271","C008","I037"
"A007639","E01455","ASSIGNMENT","90","15","2025-04-10 00:00:00","S271","C008","I037"
"A008812","E01455","DISCUSSION","90","211","2025-04-10 00:00:00","S271","C008","I037"
"A003508","E01456","VIDEO WATCH","50","92","2025-01-27 00:00:00","S111","C029","I029"
"A004901","E01456","EXAM","92","61","2025-01-27 00:00:00","S111","C029","I029"
"A000737","E01457","VIDEO WATCH","65","53","2025-03-24 00:00:00","S228","C028","I005"
"A000959","E01457","ASSIGNMENT","70","179","2025-03-24 00:00:00","S228","C028","I005"
"A002970","E01457","QUIZ","87","17","2025-03-24 00:00:00","S228","C028","I005"
"A006580","E01457","EXAM","68","9","2025-03-24 00:00:00","S228","C028","I005"
"A002196","E01458","DISCUSSION","87","24","2025-05-11 00:00:00","S388","C026","I034"
"A002882","E01458","QUIZ","63","157","2025-05-11 00:00:00","S388","C026","I034"
"A003885","E01458","ASSIGNMENT","85","184","2025-05-11 00:00:00","S388","C026","I034"
"A004614","E01458","ASSIGNMENT","51","232","2025-05-11 00:00:00","S388","C026","I034"
"A006019","E01458","VIDEO WATCH","77","96","2025-05-11 00:00:00","S388","C026","I034"
"A008073","E01458","QUIZ","52","49","2025-05-11 00:00:00","S388","C026","I034"
"A002131","E01460","ASSIGNMENT","52","219","2025-06-13 00:00:00","S298","C023","I006"
"A002187","E01460","QUIZ","59","119","2025-06-13 00:00:00","S298","C023","I006"
"A005051","E01460","QUIZ","65","101","2025-06-13 00:00:00","S298","C023","I006"
"A005375","E01460","DISCUSSION","52","132","2025-06-13 00:00:00","S298","C023","I006"
"A007712","E01460","QUIZ","97","234","2025-06-13 00:00:00","S298","C023","I006"
"A005993","E01461","DISCUSSION","85","31","2025-01-20 00:00:00","S380","C029","I012"
"A007364","E01461","ASSIGNMENT","91","92","2025-01-20 00:00:00","S380","C029","I012"
"A008847","E01461","VIDEO WATCH","64","121","2025-01-20 00:00:00","S380","C029","I012"
"A000264","E01462","DISCUSSION","46","206","2025-05-24 00:00:00","S361","C030","I031"
"A006733","E01462","VIDEO WATCH","89","99","2025-05-24 00:00:00","S361","C030","I031"
"A002230","E01463","ASSIGNMENT","61","85","2025-03-08 00:00:00","S356","C050","I023"
"A008087","E01463","EXAM","83","61","2025-03-08 00:00:00","S356","C050","I023"
"A001216","E01464","ASSIGNMENT","51","226","2025-03-24 00:00:00","S202","C050","I029"
"A007961","E01464","QUIZ","56","40","2025-03-24 00:00:00","S202","C050","I029"
"A001060","E01465","EXAM","96","68","2025-05-13 00:00:00","S454","C010","I012"
"A001519","E01465","EXAM","59","61","2025-05-13 00:00:00","S454","C010","I012"
"A001599","E01465","ASSIGNMENT","97","24","2025-05-13 00:00:00","S454","C010","I012"
"A002040","E01465","QUIZ","40","206","2025-05-13 00:00:00","S454","C010","I012"
"A005951","E01465","VIDEO WATCH","96","15","2025-05-13 00:00:00","S454","C010","I012"
"A006707","E01465","QUIZ","59","46","2025-05-13 00:00:00","S454","C010","I012"
"A006877","E01465","QUIZ","60","129","2025-05-13 00:00:00","S454","C010","I012"
"A001161","E01466","QUIZ","58","76","2025-02-11 00:00:00","S327","C045","I014"
"A003933","E01466","DISCUSSION","82","86","2025-02-11 00:00:00","S327","C045","I014"
"A000165","E01467","ASSIGNMENT","97","69","2025-05-29 00:00:00","S342","C043","I029"
"A003021","E01467","EXAM","70","106","2025-05-29 00:00:00","S342","C043","I029"
"A004225","E01467","ASSIGNMENT","98","54","2025-05-29 00:00:00","S342","C043","I029"
"A005569","E01467","DISCUSSION","56","149","2025-05-29 00:00:00","S342","C043","I029"
"A007658","E01468","QUIZ","85","235","2025-01-26 00:00:00","S493","C005","I012"
"A008403","E01468","VIDEO WATCH","82","129","2025-01-26 00:00:00","S493","C005","I012"
"A002902","E01469","EXAM","44","171","2025-03-11 00:00:00","S151","C006","I030"
"A003341","E01469","EXAM","59","49","2025-03-11 00:00:00","S151","C006","I030"
"A006565","E01470","ASSIGNMENT","82","164","2025-05-04 00:00:00","S191","C011","I004"
"A006589","E01470","VIDEO WATCH","86","213","2025-05-04 00:00:00","S191","C011","I004"
"A000458","E01471","QUIZ","98","11","2025-05-29 00:00:00","S275","C023","I015"
"A003962","E01471","QUIZ","85","43","2025-05-29 00:00:00","S275","C023","I015"
"A004993","E01471","VIDEO WATCH","53","100","2025-05-29 00:00:00","S275","C023","I015"
"A006736","E01471","DISCUSSION","44","63","2025-05-29 00:00:00","S275","C023","I015"
"A007775","E01471","ASSIGNMENT","65","66","2025-05-29 00:00:00","S275","C023","I015"
"A001033","E01472","QUIZ","76","28","2025-03-18 00:00:00","S157","C002","I040"
"A005523","E01472","QUIZ","52","225","2025-03-18 00:00:00","S157","C002","I040"
"A007972","E01472","QUIZ","70","184","2025-03-18 00:00:00","S157","C002","I040"
"A000172","E01473","QUIZ","58","205","2025-04-25 00:00:00","S380","C050","I022"
"A003058","E01473","EXAM","92","189","2025-04-25 00:00:00","S380","C050","I022"
"A006639","E01473","DISCUSSION","62","110","2025-04-25 00:00:00","S380","C050","I022"
"A008997","E01473","ASSIGNMENT","77","52","2025-04-25 00:00:00","S380","C050","I022"
"A000774","E01474","DISCUSSION","92","164","2025-04-05 00:00:00","S455","C007","I030"
"A002753","E01474","VIDEO WATCH","45","40","2025-04-05 00:00:00","S455","C007","I030"
"A006274","E01474","QUIZ","61","177","2025-04-05 00:00:00","S455","C007","I030"
"A006941","E01474","EXAM","67","54","2025-04-05 00:00:00","S455","C007","I030"
"A001158","E01475","DISCUSSION","67","165","2025-04-04 00:00:00","S418","C048","I025"
"A001701","E01475","EXAM","67","201","2025-04-04 00:00:00","S418","C048","I025"
"A004528","E01475","ASSIGNMENT","86","7","2025-04-04 00:00:00","S418","C048","I025"
"A005281","E01475","ASSIGNMENT","48","229","2025-04-04 00:00:00","S418","C048","I025"
"A007849","E01475","QUIZ","56","185","2025-04-04 00:00:00","S418","C048","I025"
"A000806","E01476","EXAM","63","208","2025-02-04 00:00:00","S246","C032","I023"
"A008606","E01477","ASSIGNMENT","99","77","2025-06-25 00:00:00","S087","C033","I019"
"A001706","E01478","QUIZ","90","35","2025-01-17 00:00:00","S062","C017","I025"
"A007879","E01478","ASSIGNMENT","66","32","2025-01-17 00:00:00","S062","C017","I025"
"A005376","E01479","ASSIGNMENT","48","15","2025-01-02 00:00:00","S489","C009","I001"
"A007866","E01479","VIDEO WATCH","84","136","2025-01-02 00:00:00","S489","C009","I001"
"A004343","E01480","ASSIGNMENT","100","231","2025-04-29 00:00:00","S412","C025","I012"
"A006507","E01482","VIDEO WATCH","53","225","2025-02-09 00:00:00","S473","C012","I025"
"A008667","E01483","QUIZ","96","175","2025-06-10 00:00:00","S006","C046","I012"
"A000016","E01484","ASSIGNMENT","56","107","2025-06-18 00:00:00","S418","C001","I020"
"A001453","E01484","QUIZ","91","162","2025-06-18 00:00:00","S418","C001","I020"
"A006961","E01484","QUIZ","41","130","2025-06-18 00:00:00","S418","C001","I020"
"A007016","E01484","QUIZ","57","73","2025-06-18 00:00:00","S418","C001","I020"
"A007634","E01484","VIDEO WATCH","40","19","2025-06-18 00:00:00","S418","C001","I020"
"A008149","E01484","ASSIGNMENT","95","52","2025-06-18 00:00:00","S418","C001","I020"
"A008153","E01484","EXAM","96","157","2025-06-18 00:00:00","S418","C001","I020"
"A001428","E01485","ASSIGNMENT","46","214","2025-02-28 00:00:00","S166","C044","I007"
"A005623","E01485","ASSIGNMENT","97","146","2025-02-28 00:00:00","S166","C044","I007"
"A007234","E01485","ASSIGNMENT","67","197","2025-02-28 00:00:00","S166","C044","I007"
"A007656","E01486","EXAM","81","46","2025-01-31 00:00:00","S386","C012","I032"
"A008590","E01486","VIDEO WATCH","89","106","2025-01-31 00:00:00","S386","C012","I032"
"A008751","E01486","QUIZ","69","108","2025-01-31 00:00:00","S386","C012","I032"
"A002009","E01487","VIDEO WATCH","63","95","2025-01-10 00:00:00","S218","C053","I008"
"A000285","E01488","QUIZ","80","106","2025-05-28 00:00:00","S444","C060","I017"
